Periodo,Estado,Clave SIINAH,Tipo de sitio,Centro de trabajo,Tipo de visitantes,Nacionalidad,NÃºmero de visitas
01/01/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Entrada dominical,Nacional,13815
01/01/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Entrada sin costo,Nacional,22597
01/01/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Estudiantes nivel bÃ¡sico,Nacional,743
01/01/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Estudiantes nivel superior,Nacional,6044
01/01/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Profesores,Nacional,498
01/01/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,"Tercera edad, pensionados y jubilados",Nacional,1392
01/01/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Trabajadores INAH,Nacional,10
01/01/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,4
01/01/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Nacional,272
01/01/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Discapacitados,Nacional,3
01/01/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada dominical,Nacional,910
01/01/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada sin costo,Nacional,3586
01/01/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Estudiantes nivel bÃ¡sico,Nacional,165
01/01/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Estudiantes nivel superior,Nacional,278
01/01/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Profesores,Nacional,85
01/01/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,"Tercera edad, pensionados y jubilados",Nacional,131
01/01/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Trabajadores INAH,Nacional,2
01/01/2023,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Discapacitados,Nacional,1
01/01/2023,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Extranjeros,3
01/01/2023,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Nacional,2076
01/01/2023,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Estudiantes nivel bÃ¡sico,Nacional,84
01/01/2023,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Estudiantes nivel superior,Nacional,72
01/01/2023,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Profesores,Nacional,38
01/01/2023,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista","Tercera edad, pensionados y jubilados",Nacional,40
01/02/2023,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,29932
01/02/2023,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Nacional,22956
01/02/2023,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Discapacitados,Nacional,140
01/02/2023,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Entrada dominical,Nacional,89283
01/02/2023,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Estudiantes nivel bÃ¡sico,Nacional,18206
01/02/2023,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Estudiantes nivel superior,Nacional,7604
01/02/2023,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,"Tercera edad, pensionados y jubilados",Nacional,2204
01/02/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,20994
01/02/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Nacional,33808
01/02/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Discapacitados,Nacional,531
01/02/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Entrada dominical,Nacional,58616
01/02/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Estudiantes nivel bÃ¡sico,Nacional,9758
01/02/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Estudiantes nivel superior,Nacional,33346
01/02/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Profesores,Nacional,1930
01/02/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,"Tercera edad, pensionados y jubilados",Nacional,10208
01/02/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Trabajadores INAH,Nacional,69
01/02/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Discapacitados,Nacional,111
01/02/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada dominical,Nacional,3393
01/02/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Extranjeros,5071
01/02/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Nacional,5979
01/02/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Estudiantes nivel bÃ¡sico,Nacional,3682
01/02/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Estudiantes nivel superior,Nacional,4202
01/02/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Profesores,Nacional,12
01/02/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,"Tercera edad, pensionados y jubilados",Nacional,2513
01/02/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,76
01/02/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Nacional,844
01/02/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Discapacitados,Nacional,18
01/02/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Entrada dominical,Nacional,2389
01/02/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Entrada sin costo,Nacional,6
01/02/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Estudiantes nivel bÃ¡sico,Nacional,2588
01/02/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Estudiantes nivel superior,Nacional,3405
01/02/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Profesores,Nacional,169
01/02/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,"Tercera edad, pensionados y jubilados",Nacional,519
01/02/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Trabajadores INAH,Nacional,1
01/02/2023,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Nacional,75
01/02/2023,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada dominical,Nacional,2420
01/02/2023,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Estudiantes nivel bÃ¡sico,Nacional,13
01/02/2023,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Estudiantes nivel superior,Nacional,90
01/02/2023,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Profesores,Nacional,12
01/02/2023,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,"Tercera edad, pensionados y jubilados",Nacional,26
01/02/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,148
01/02/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Nacional,289
01/02/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Discapacitados,Nacional,2
01/02/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Entrada dominical,Nacional,1344
01/02/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Estudiantes nivel bÃ¡sico,Nacional,80
01/02/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Estudiantes nivel superior,Nacional,546
01/02/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Profesores,Nacional,15
01/02/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,"Tercera edad, pensionados y jubilados",Nacional,457
01/02/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Trabajadores INAH,Nacional,22
01/02/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,8352
01/02/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Nacional,7374
01/02/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Discapacitados,Nacional,41
01/02/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Entrada dominical,Nacional,15029
01/02/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Estudiantes nivel bÃ¡sico,Nacional,601
01/02/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Estudiantes nivel superior,Nacional,6854
01/02/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Exposiciones temporales con costo adicional,Nacional,24137
01/02/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Profesores,Nacional,400
01/02/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,"Tercera edad, pensionados y jubilados",Nacional,1208
01/02/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Trabajadores INAH,Nacional,4
01/02/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Nacional,676
01/02/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Discapacitados,Nacional,37
01/02/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada dominical,Nacional,3431
01/02/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada sin costo,Nacional,11479
01/02/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Estudiantes nivel bÃ¡sico,Nacional,660
01/02/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Estudiantes nivel superior,Nacional,528
01/02/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Profesores,Nacional,297
01/02/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,"Tercera edad, pensionados y jubilados",Nacional,252
01/02/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Trabajadores INAH,Nacional,22
01/02/2023,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Extranjeros,3
01/02/2023,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Nacional,2358
01/02/2023,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Estudiantes nivel bÃ¡sico,Nacional,23
01/02/2023,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Estudiantes nivel superior,Nacional,224
01/02/2023,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Profesores,Nacional,48
01/02/2023,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista","Tercera edad, pensionados y jubilados",Nacional,63
01/03/2023,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,28138
01/03/2023,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Nacional,26800
01/03/2023,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Discapacitados,Nacional,132
01/03/2023,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Entrada dominical,Nacional,96416
01/03/2023,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Estudiantes nivel bÃ¡sico,Nacional,23802
01/03/2023,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Estudiantes nivel superior,Nacional,9081
01/03/2023,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,"Tercera edad, pensionados y jubilados",Nacional,2369
01/03/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,21340
01/03/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Nacional,27827
01/03/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Discapacitados,Nacional,740
01/03/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Entrada dominical,Nacional,65375
01/03/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Estudiantes nivel bÃ¡sico,Nacional,7708
01/03/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Estudiantes nivel superior,Nacional,21503
01/03/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Profesores,Nacional,2223
01/03/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,"Tercera edad, pensionados y jubilados",Nacional,7213
01/03/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Trabajadores INAH,Nacional,69
01/03/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada dominical,Nacional,1300
01/03/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Extranjeros,4447
01/03/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Nacional,4618
01/03/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Estudiantes nivel bÃ¡sico,Nacional,2078
01/03/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Estudiantes nivel superior,Nacional,3470
01/03/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Profesores,Nacional,69
01/03/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,"Tercera edad, pensionados y jubilados",Nacional,1346
01/03/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,104
01/03/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Nacional,558
01/03/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Discapacitados,Nacional,31
01/03/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Entrada dominical,Nacional,2686
01/03/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Entrada sin costo,Nacional,3
01/03/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Estudiantes nivel bÃ¡sico,Nacional,1765
01/03/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Estudiantes nivel superior,Nacional,3277
01/03/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Profesores,Nacional,113
01/03/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,"Tercera edad, pensionados y jubilados",Nacional,838
01/03/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Trabajadores INAH,Nacional,34
01/03/2023,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Extranjeros,22
01/03/2023,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Nacional,421
01/03/2023,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Discapacitados,Nacional,6
01/03/2023,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada dominical,Nacional,4280
01/03/2023,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Estudiantes nivel bÃ¡sico,Nacional,235
01/03/2023,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Estudiantes nivel superior,Nacional,1168
01/03/2023,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Profesores,Nacional,103
01/03/2023,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,"Tercera edad, pensionados y jubilados",Nacional,272
01/03/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,179
01/03/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Nacional,287
01/03/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Discapacitados,Nacional,1
01/03/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Entrada dominical,Nacional,1807
01/03/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Estudiantes nivel bÃ¡sico,Nacional,146
01/03/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Estudiantes nivel superior,Nacional,581
01/03/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Profesores,Nacional,28
01/03/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,"Tercera edad, pensionados y jubilados",Nacional,310
01/03/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Trabajadores INAH,Nacional,13
01/03/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,10121
01/03/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Nacional,8267
01/03/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Discapacitados,Nacional,56
01/03/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Entrada dominical,Nacional,18330
01/03/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Entrada sin costo,Extranjeros,18
01/03/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Estudiantes nivel bÃ¡sico,Nacional,1006
01/03/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Estudiantes nivel superior,Nacional,8095
01/03/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Profesores,Nacional,594
01/03/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,"Tercera edad, pensionados y jubilados",Nacional,1634
01/03/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Trabajadores INAH,Nacional,15
01/03/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,2
01/03/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Nacional,733
01/03/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Discapacitados,Nacional,8
01/03/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada dominical,Nacional,3756
01/03/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada sin costo,Nacional,12383
01/03/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Estudiantes nivel bÃ¡sico,Nacional,723
01/03/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Estudiantes nivel superior,Nacional,544
01/03/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Profesores,Nacional,305
01/03/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,"Tercera edad, pensionados y jubilados",Nacional,215
01/03/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Trabajadores INAH,Nacional,12
01/03/2023,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Discapacitados,Nacional,2
01/03/2023,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Extranjeros,10
01/03/2023,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Nacional,2870
01/03/2023,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Estudiantes nivel bÃ¡sico,Nacional,92
01/03/2023,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Estudiantes nivel superior,Nacional,493
01/03/2023,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Profesores,Nacional,84
01/03/2023,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista","Tercera edad, pensionados y jubilados",Nacional,161
01/03/2023,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Trabajadores INAH,Nacional,23
01/04/2023,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,28525
01/04/2023,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Nacional,30373
01/04/2023,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Discapacitados,Nacional,174
01/04/2023,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Entrada dominical,Nacional,136121
01/04/2023,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Estudiantes nivel bÃ¡sico,Nacional,32766
01/04/2023,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Estudiantes nivel superior,Nacional,13457
01/04/2023,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,"Tercera edad, pensionados y jubilados",Nacional,2893
01/04/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,22365
01/04/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Nacional,47863
01/04/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Discapacitados,Nacional,991
01/04/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Entrada dominical,Nacional,101689
01/04/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Estudiantes nivel bÃ¡sico,Nacional,24345
01/04/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Estudiantes nivel superior,Nacional,59185
01/04/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Profesores,Nacional,10785
01/04/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,"Tercera edad, pensionados y jubilados",Nacional,21160
01/04/2023,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Trabajadores INAH,Nacional,218
01/04/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Discapacitados,Nacional,181
01/04/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada dominical,Nacional,2610
01/04/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Extranjeros,5239
01/04/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Nacional,6233
01/04/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Estudiantes nivel bÃ¡sico,Nacional,3120
01/04/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Estudiantes nivel superior,Nacional,4765
01/04/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Profesores,Nacional,23
01/04/2023,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,"Tercera edad, pensionados y jubilados",Nacional,1506
01/04/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,126
01/04/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Nacional,953
01/04/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Discapacitados,Nacional,16
01/04/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Entrada dominical,Nacional,1378
01/04/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Entrada sin costo,Extranjeros,2
01/04/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Estudiantes nivel bÃ¡sico,Nacional,1598
01/04/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Estudiantes nivel superior,Nacional,2211
01/04/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Profesores,Nacional,182
01/04/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,"Tercera edad, pensionados y jubilados",Nacional,1087
01/04/2023,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Trabajadores INAH,Nacional,11
01/04/2023,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Nacional,965
01/04/2023,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Discapacitados,Nacional,10
01/04/2023,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada dominical,Nacional,11611
01/04/2023,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Estudiantes nivel bÃ¡sico,Nacional,627
01/04/2023,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Estudiantes nivel superior,Nacional,2261
01/04/2023,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Profesores,Nacional,252
01/04/2023,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,"Tercera edad, pensionados y jubilados",Nacional,512
01/04/2023,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Trabajadores INAH,Nacional,4
01/04/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,198
01/04/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Nacional,597
01/04/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Discapacitados,Nacional,7
01/04/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Entrada dominical,Nacional,2401
01/04/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Estudiantes nivel bÃ¡sico,Nacional,629
01/04/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Estudiantes nivel superior,Nacional,923
01/04/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Profesores,Nacional,99
01/04/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,"Tercera edad, pensionados y jubilados",Nacional,688
01/04/2023,Ciudad de México,2200200,Museo,Museo de El Carmen,Trabajadores INAH,Nacional,38
01/04/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,7958
01/04/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Nacional,13438
01/04/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Discapacitados,Nacional,77
01/04/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Entrada dominical,Nacional,18421
01/04/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Estudiantes nivel bÃ¡sico,Nacional,1624
01/04/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Estudiantes nivel superior,Nacional,9723
01/04/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Profesores,Nacional,1453
01/04/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,"Tercera edad, pensionados y jubilados",Nacional,2451
01/04/2023,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Trabajadores INAH,Nacional,26
01/04/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,7
01/04/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Nacional,1363
01/04/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Discapacitados,Nacional,23
01/04/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada dominical,Nacional,11533
01/04/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada sin costo,Nacional,21600
01/04/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Estudiantes nivel bÃ¡sico,Nacional,1217
01/04/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Estudiantes nivel superior,Nacional,988
01/04/2023,Ciudad de México,2600100,Museo,Museo Casa Carranza,Profesores,Nacional,404
